video_file,feature_path,sentence_id,sentence,category
32D.mp4,features/pose_data/32D.npy,32,Is this a private or government hospital?,General hospital interactions
32A.mp4,features/pose_data/32A.npy,32,Is this a private or government hospital?,General hospital interactions
33A.mp4,features/pose_data/33A.npy,33,How much is the consultation fee?,General hospital interactions
33D.mp4,features/pose_data/33D.npy,33,How much is the consultation fee?,General hospital interactions
33C.mp4,features/pose_data/33C.npy,33,How much is the consultation fee?,General hospital interactions
35D.mp4,features/pose_data/35D.npy,35,Can I have a translator?,General hospital interactions
35C.mp4,features/pose_data/35C.npy,35,Can I have a translator?,General hospital interactions
35A.mp4,features/pose_data/35A.npy,35,Can I have a translator?,General hospital interactions
36C.mp4,features/pose_data/36C.npy,36,The nurse will call you shortly.,General hospital interactions
36D.mp4,features/pose_data/36D.npy,36,The nurse will call you shortly.,General hospital interactions
36A.mp4,features/pose_data/36A.npy,36,The nurse will call you shortly.,General hospital interactions
37D.mp4,features/pose_data/37D.npy,37,Who is the doctor on duty?,General hospital interactions
37A.mp4,features/pose_data/37A.npy,37,Who is the doctor on duty?,General hospital interactions
37C.mp4,features/pose_data/37C.npy,37,Who is the doctor on duty?,General hospital interactions
38C.mp4,features/pose_data/38C.npy,38,I am here for a follow-up appointment.,General hospital interactions
38A.mp4,features/pose_data/38A.npy,38,I am here for a follow-up appointment.,General hospital interactions
38D.mp4,features/pose_data/38D.npy,38,I am here for a follow-up appointment.,General hospital interactions
39A.mp4,features/pose_data/39A.npy,39,Where can I get my blood test done?,General hospital interactions
39D.mp4,features/pose_data/39D.npy,39,Where can I get my blood test done?,General hospital interactions
39C.mp4,features/pose_data/39C.npy,39,Where can I get my blood test done?,General hospital interactions
40C.mp4,features/pose_data/40C.npy,40,What should I do after registration?,General hospital interactions
40D.mp4,features/pose_data/40D.npy,40,What should I do after registration?,General hospital interactions
40A.mp4,features/pose_data/40A.npy,40,What should I do after registration?,General hospital interactions
41C.mp4,features/pose_data/41C.npy,41,Are there any specialists available today?,General hospital interactions
41D.mp4,features/pose_data/41D.npy,41,Are there any specialists available today?,General hospital interactions
41A.mp4,features/pose_data/41A.npy,41,Are there any specialists available today?,General hospital interactions
42C.mp4,features/pose_data/42C.npy,42,Do you have a pediatrician on-site?,General hospital interactions
42A.mp4,features/pose_data/42A.npy,42,Do you have a pediatrician on-site?,General hospital interactions
42D.mp4,features/pose_data/42D.npy,42,Do you have a pediatrician on-site?,General hospital interactions
43D.mp4,features/pose_data/43D.npy,43,Can I book an appointment for tomorrow?,General hospital interactions
43C.mp4,features/pose_data/43C.npy,43,Can I book an appointment for tomorrow?,General hospital interactions
43A.mp4,features/pose_data/43A.npy,43,Can I book an appointment for tomorrow?,General hospital interactions
45C.mp4,features/pose_data/45C.npy,45,Can someone assist me to the car?,General hospital interactions
45A.mp4,features/pose_data/45A.npy,45,Can someone assist me to the car?,General hospital interactions
45D.mp4,features/pose_data/45D.npy,45,Can someone assist me to the car?,General hospital interactions
46D.mp4,features/pose_data/46D.npy,46,I have an appointment with the Doctor.,General hospital interactions
46C.mp4,features/pose_data/46C.npy,46,I have an appointment with the Doctor.,General hospital interactions
46A.mp4,features/pose_data/46A.npy,46,I have an appointment with the Doctor.,General hospital interactions
47A.mp4,features/pose_data/47A.npy,47,What is the hospital's call line?,General hospital interactions
47C.mp4,features/pose_data/47C.npy,47,What is the hospital's call line?,General hospital interactions
47D.mp4,features/pose_data/47D.npy,47,What is the hospital's call line?,General hospital interactions
49A.mp4,features/pose_data/49A.npy,49,Please sanitize your hands before entering.,General hospital interactions
49C.mp4,features/pose_data/49C.npy,49,Please sanitize your hands before entering.,General hospital interactions
49D.mp4,features/pose_data/49D.npy,49,Please sanitize your hands before entering.,General hospital interactions
50A.mp4,features/pose_data/50A.npy,50,Do you have a map of the hospital?,General hospital interactions
50C.mp4,features/pose_data/50C.npy,50,Do you have a map of the hospital?,General hospital interactions
50D.mp4,features/pose_data/50D.npy,50,Do you have a map of the hospital?,General hospital interactions
51A.mp4,features/pose_data/51A.npy,51,Where do I make payment?,General hospital interactions
51D.mp4,features/pose_data/51D.npy,51,Where do I make payment?,General hospital interactions
51C.mp4,features/pose_data/51C.npy,51,Where do I make payment?,General hospital interactions
52A.mp4,features/pose_data/52A.npy,52,Is there a shuttle service to the hospital?,General hospital interactions
52C.mp4,features/pose_data/52C.npy,52,Is there a shuttle service to the hospital?,General hospital interactions
52D.mp4,features/pose_data/52D.npy,52,Is there a shuttle service to the hospital?,General hospital interactions
53C.mp4,features/pose_data/53C.npy,53,Can I get a wheelchair for my elderly parent?,General hospital interactions
53D.mp4,features/pose_data/53D.npy,53,Can I get a wheelchair for my elderly parent?,General hospital interactions
53A.mp4,features/pose_data/53A.npy,53,Can I get a wheelchair for my elderly parent?,General hospital interactions
54D.mp4,features/pose_data/54D.npy,54,Where is the nearest ATM?,General hospital interactions
54A.mp4,features/pose_data/54A.npy,54,Where is the nearest ATM?,General hospital interactions
54C.mp4,features/pose_data/54C.npy,54,Where is the nearest ATM?,General hospital interactions
55C.mp4,features/pose_data/55C.npy,55,Is there a lost and found office?,General hospital interactions
55A.mp4,features/pose_data/55A.npy,55,Is there a lost and found office?,General hospital interactions
55D.mp4,features/pose_data/55D.npy,55,Is there a lost and found office?,General hospital interactions
56A.mp4,features/pose_data/56A.npy,56,Can I get a copy of my test results?,General hospital interactions
56C.mp4,features/pose_data/56C.npy,56,Can I get a copy of my test results?,General hospital interactions
56D.mp4,features/pose_data/56D.npy,56,Can I get a copy of my test results?,General hospital interactions
57D.mp4,features/pose_data/57D.npy,57,Where is the nearest drug store outside the hospital?,General hospital interactions
57C.mp4,features/pose_data/57C.npy,57,Where is the nearest drug store outside the hospital?,General hospital interactions
57A.mp4,features/pose_data/57A.npy,57,Where is the nearest drug store outside the hospital?,General hospital interactions
58C.mp4,features/pose_data/58C.npy,58,Is there a church or prayer room in the hospital?,General hospital interactions
58A.mp4,features/pose_data/58A.npy,58,Is there a church or prayer room in the hospital?,General hospital interactions
58D.mp4,features/pose_data/58D.npy,58,Is there a church or prayer room in the hospital?,General hospital interactions
59C.mp4,features/pose_data/59C.npy,59,Can I get a second opinion from another doctor?,General hospital interactions
59A.mp4,features/pose_data/59A.npy,59,Can I get a second opinion from another doctor?,General hospital interactions
59D.mp4,features/pose_data/59D.npy,59,Can I get a second opinion from another doctor?,General hospital interactions
60C.mp4,features/pose_data/60C.npy,60,Where is the nearest coffee shop?,General hospital interactions
60D.mp4,features/pose_data/60D.npy,60,Where is the nearest coffee shop?,General hospital interactions
60A.mp4,features/pose_data/60A.npy,60,Where is the nearest coffee shop?,General hospital interactions
61A.mp4,features/pose_data/61A.npy,61,Is there any place I can smoke?,General hospital interactions
61C.mp4,features/pose_data/61C.npy,61,Is there any place I can smoke?,General hospital interactions
61D.mp4,features/pose_data/61D.npy,61,Is there any place I can smoke?,General hospital interactions
63D.mp4,features/pose_data/63D.npy,63,Where is the nearest bus stop?,General hospital interactions
63C.mp4,features/pose_data/63C.npy,63,Where is the nearest bus stop?,General hospital interactions
63A.mp4,features/pose_data/63A.npy,63,Where is the nearest bus stop?,General hospital interactions
64D.mp4,features/pose_data/64D.npy,64,Is there a patient advocate I can speak to?,General hospital interactions
64A.mp4,features/pose_data/64A.npy,64,Is there a patient advocate I can speak to?,General hospital interactions
64C.mp4,features/pose_data/64C.npy,64,Is there a patient advocate I can speak to?,General hospital interactions
65A.mp4,features/pose_data/65A.npy,65,Can I get a copy of my clearance summary?,General hospital interactions
65C.mp4,features/pose_data/65C.npy,65,Can I get a copy of my clearance summary?,General hospital interactions
65D.mp4,features/pose_data/65D.npy,65,Can I get a copy of my clearance summary?,General hospital interactions
67D.mp4,features/pose_data/67D.npy,67,Is there a room for mothers to breast feed their babies?,General hospital interactions
67A.mp4,features/pose_data/67A.npy,67,Is there a room for mothers to breast feed their babies?,General hospital interactions
67C.mp4,features/pose_data/67C.npy,67,Is there a room for mothers to breast feed their babies?,General hospital interactions
68C.mp4,features/pose_data/68C.npy,68,Can I get a copy of my X-ray results?,General hospital interactions
68A.mp4,features/pose_data/68A.npy,68,Can I get a copy of my X-ray results?,General hospital interactions
68D.mp4,features/pose_data/68D.npy,68,Can I get a copy of my X-ray results?,General hospital interactions
69C.mp4,features/pose_data/69C.npy,69,Where is the nearest train station?,General hospital interactions
69A.mp4,features/pose_data/69A.npy,69,Where is the nearest train station?,General hospital interactions
69D.mp4,features/pose_data/69D.npy,69,Where is the nearest train station?,General hospital interactions
71C.mp4,features/pose_data/71C.npy,71,Can I get a copy of my MRI scan?,General hospital interactions
71D.mp4,features/pose_data/71D.npy,71,Can I get a copy of my MRI scan?,General hospital interactions
71A.mp4,features/pose_data/71A.npy,71,Can I get a copy of my MRI scan?,General hospital interactions
72D.mp4,features/pose_data/72D.npy,72,Where is the nearest parking space?,General hospital interactions
72A.mp4,features/pose_data/72A.npy,72,Where is the nearest parking space?,General hospital interactions
72C.mp4,features/pose_data/72C.npy,72,Where is the nearest parking space?,General hospital interactions
73D.mp4,features/pose_data/73D.npy,73,Is there a patient feedback form I can fill out?,General hospital interactions
73A.mp4,features/pose_data/73A.npy,73,Is there a patient feedback form I can fill out?,General hospital interactions
73C.mp4,features/pose_data/73C.npy,73,Is there a patient feedback form I can fill out?,General hospital interactions
74D.mp4,features/pose_data/74D.npy,74,Can I get a copy of my ultrasound results?,General hospital interactions
74A.mp4,features/pose_data/74A.npy,74,Can I get a copy of my ultrasound results?,General hospital interactions
74C.mp4,features/pose_data/74C.npy,74,Can I get a copy of my ultrasound results?,General hospital interactions
75A.mp4,features/pose_data/75A.npy,75,Where is the nearest hotel for people from afar?,General hospital interactions
75C.mp4,features/pose_data/75C.npy,75,Where is the nearest hotel for people from afar?,General hospital interactions
75D.mp4,features/pose_data/75D.npy,75,Where is the nearest hotel for people from afar?,General hospital interactions
76C.mp4,features/pose_data/76C.npy,76,Is there a patient support group I can join?,General hospital interactions
76D.mp4,features/pose_data/76D.npy,76,Is there a patient support group I can join?,General hospital interactions
76A.mp4,features/pose_data/76A.npy,76,Is there a patient support group I can join?,General hospital interactions
77D.mp4,features/pose_data/77D.npy,77,Can I get a copy of my CT scan results?,General hospital interactions
77A.mp4,features/pose_data/77A.npy,77,Can I get a copy of my CT scan results?,General hospital interactions
77C.mp4,features/pose_data/77C.npy,77,Can I get a copy of my CT scan results?,General hospital interactions
78A.mp4,features/pose_data/78A.npy,78,Where is the nearest train station?,General hospital interactions
78C.mp4,features/pose_data/78C.npy,78,Where is the nearest train station?,General hospital interactions
78D.mp4,features/pose_data/78D.npy,78,Where is the nearest train station?,General hospital interactions
79A.mp4,features/pose_data/79A.npy,79,Is there a patient education center in the hospital?,General hospital interactions
79D.mp4,features/pose_data/79D.npy,79,Is there a patient education center in the hospital?,General hospital interactions
79C.mp4,features/pose_data/79C.npy,79,Is there a patient education center in the hospital?,General hospital interactions
82D.mp4,features/pose_data/82D.npy,82,Is there a patient library in the hospital?,General hospital interactions
82A.mp4,features/pose_data/82A.npy,82,Is there a patient library in the hospital?,General hospital interactions
82C.mp4,features/pose_data/82C.npy,82,Is there a patient library in the hospital?,General hospital interactions
83C.mp4,features/pose_data/83C.npy,83,Can I get a copy of my blood test results?,General hospital interactions
83D.mp4,features/pose_data/83D.npy,83,Can I get a copy of my blood test results?,General hospital interactions
83A.mp4,features/pose_data/83A.npy,83,Can I get a copy of my blood test results?,General hospital interactions
84A.mp4,features/pose_data/84A.npy,84,Where is the nearest place to borrow a car?,General hospital interactions
84C.mp4,features/pose_data/84C.npy,84,Where is the nearest place to borrow a car?,General hospital interactions
84D.mp4,features/pose_data/84D.npy,84,Where is the nearest place to borrow a car?,General hospital interactions
86D.mp4,features/pose_data/86D.npy,86,Can I get a copy of my ECG results?,General hospital interactions
86C.mp4,features/pose_data/86C.npy,86,Can I get a copy of my ECG results?,General hospital interactions
86A.mp4,features/pose_data/86A.npy,86,Can I get a copy of my ECG results?,General hospital interactions
87D.mp4,features/pose_data/87D.npy,87,Can I get a copy of the autopsy results?,General hospital interactions
87A.mp4,features/pose_data/87A.npy,87,Can I get a copy of the autopsy results?,General hospital interactions
87C.mp4,features/pose_data/87C.npy,87,Can I get a copy of the autopsy results?,General hospital interactions
88C.mp4,features/pose_data/88C.npy,88,Is there a patient counseling service available?,General hospital interactions
88D.mp4,features/pose_data/88D.npy,88,Is there a patient counseling service available?,General hospital interactions
88A.mp4,features/pose_data/88A.npy,88,Is there a patient counseling service available?,General hospital interactions
90C.mp4,features/pose_data/90C.npy,90,Where is the nearest filling station?,General hospital interactions
90D.mp4,features/pose_data/90D.npy,90,Where is the nearest filling station?,General hospital interactions
90A.mp4,features/pose_data/90A.npy,90,Where is the nearest filling station?,General hospital interactions
92D.mp4,features/pose_data/92D.npy,92,Can I get a copy of my genetic test results?,General hospital interactions
92C.mp4,features/pose_data/92C.npy,92,Can I get a copy of my genetic test results?,General hospital interactions
92A.mp4,features/pose_data/92A.npy,92,Can I get a copy of my genetic test results?,General hospital interactions
93C.mp4,features/pose_data/93C.npy,93,Where is the nearest market?,General hospital interactions
93A.mp4,features/pose_data/93A.npy,93,Where is the nearest market?,General hospital interactions
93D.mp4,features/pose_data/93D.npy,93,Where is the nearest market?,General hospital interactions
95A.mp4,features/pose_data/95A.npy,95,Can I get a copy of my vaccination records?,General hospital interactions
95D.mp4,features/pose_data/95D.npy,95,Can I get a copy of my vaccination records?,General hospital interactions
95C.mp4,features/pose_data/95C.npy,95,Can I get a copy of my vaccination records?,General hospital interactions
97C.mp4,features/pose_data/97C.npy,97,Is there a patient wellness health program?,General hospital interactions
97A.mp4,features/pose_data/97A.npy,97,Is there a patient wellness health program?,General hospital interactions
97D.mp4,features/pose_data/97D.npy,97,Is there a patient wellness health program?,General hospital interactions
98D.mp4,features/pose_data/98D.npy,98,Can I get a copy of my surgical report?,General hospital interactions
98A.mp4,features/pose_data/98A.npy,98,Can I get a copy of my surgical report?,General hospital interactions
98C.mp4,features/pose_data/98C.npy,98,Can I get a copy of my surgical report?,General hospital interactions
99A.mp4,features/pose_data/99A.npy,99,Where is the nearest bank?,General hospital interactions
99D.mp4,features/pose_data/99D.npy,99,Where is the nearest bank?,General hospital interactions
99C.mp4,features/pose_data/99C.npy,99,Where is the nearest bank?,General hospital interactions
100D.mp4,features/pose_data/100D.npy,100,Is there a patient recovery room?,General hospital interactions
100C.mp4,features/pose_data/100C.npy,100,Is there a patient recovery room?,General hospital interactions
100A.mp4,features/pose_data/100A.npy,100,Is there a patient recovery room?,General hospital interactions
102A.mp4,features/pose_data/102A.npy,102,Where is the nearest laundry?,General hospital interactions
102D.mp4,features/pose_data/102D.npy,102,Where is the nearest laundry?,General hospital interactions
102C.mp4,features/pose_data/102C.npy,102,Where is the nearest laundry?,General hospital interactions
103C.mp4,features/pose_data/103C.npy,103,Is there a patient rehabilitation center?,General hospital interactions
103D.mp4,features/pose_data/103D.npy,103,Is there a patient rehabilitation center?,General hospital interactions
103A.mp4,features/pose_data/103A.npy,103,Is there a patient rehabilitation center?,General hospital interactions
104C.mp4,features/pose_data/104C.npy,104,Please take a seat.,General hospital interactions
104D.mp4,features/pose_data/104D.npy,104,Please take a seat.,General hospital interactions
104A.mp4,features/pose_data/104A.npy,104,Please take a seat.,General hospital interactions
105D.mp4,features/pose_data/105D.npy,105,Walk to the far end.,General hospital interactions
105A.mp4,features/pose_data/105A.npy,105,Walk to the far end.,General hospital interactions
105C.mp4,features/pose_data/105C.npy,105,Walk to the far end.,General hospital interactions
106C.mp4,features/pose_data/106C.npy,106,Is there any queit room?,General hospital interactions
106D.mp4,features/pose_data/106D.npy,106,Is there any queit room?,General hospital interactions
106A.mp4,features/pose_data/106A.npy,106,Is there any queit room?,General hospital interactions
109A.mp4,features/pose_data/109A.npy,109,You can wait here until we are ready for you.,General hospital interactions
109D.mp4,features/pose_data/109D.npy,109,You can wait here until we are ready for you.,General hospital interactions
109C.mp4,features/pose_data/109C.npy,109,You can wait here until we are ready for you.,General hospital interactions
111A.mp4,features/pose_data/111A.npy,111,Please ensure all forms a filled out before your appointment.,General hospital interactions
111C.mp4,features/pose_data/111C.npy,111,Please ensure all forms a filled out before your appointment.,General hospital interactions
111D.mp4,features/pose_data/111D.npy,111,Please ensure all forms a filled out before your appointment.,General hospital interactions
112C.mp4,features/pose_data/112C.npy,112,"If you need assistance, feel free to ask any of the staff.",General hospital interactions
112D.mp4,features/pose_data/112D.npy,112,"If you need assistance, feel free to ask any of the staff.",General hospital interactions
112A.mp4,features/pose_data/112A.npy,112,"If you need assistance, feel free to ask any of the staff.",General hospital interactions
113C.mp4,features/pose_data/113C.npy,113,A nurse will attend to you shortly.,General hospital interactions
113A.mp4,features/pose_data/113A.npy,113,A nurse will attend to you shortly.,General hospital interactions
113D.mp4,features/pose_data/113D.npy,113,A nurse will attend to you shortly.,General hospital interactions
114D.mp4,features/pose_data/114D.npy,114,Your appointment will begin soon. thank you for your patience.,General hospital interactions
114A.mp4,features/pose_data/114A.npy,114,Your appointment will begin soon. thank you for your patience.,General hospital interactions
114C.mp4,features/pose_data/114C.npy,114,Your appointment will begin soon. thank you for your patience.,General hospital interactions
115D.mp4,features/pose_data/115D.npy,115,Please take a seat and we will call you shortly.,General hospital interactions
115C.mp4,features/pose_data/115C.npy,115,Please take a seat and we will call you shortly.,General hospital interactions
115A.mp4,features/pose_data/115A.npy,115,Please take a seat and we will call you shortly.,General hospital interactions
116A.mp4,features/pose_data/116A.npy,116,My teeth hurst.,General hospital interactions
116C.mp4,features/pose_data/116C.npy,116,My teeth hurst.,General hospital interactions
116D.mp4,features/pose_data/116D.npy,116,My teeth hurst.,General hospital interactions
117C.mp4,features/pose_data/117C.npy,117,Where is the nearest bookstore?,General hospital interactions
117D.mp4,features/pose_data/117D.npy,117,Where is the nearest bookstore?,General hospital interactions
117A.mp4,features/pose_data/117A.npy,117,Where is the nearest bookstore?,General hospital interactions
118C.mp4,features/pose_data/118C.npy,118,Please take a seat for me to check your blood pressure.,General hospital interactions
118A.mp4,features/pose_data/118A.npy,118,Please take a seat for me to check your blood pressure.,General hospital interactions
118D.mp4,features/pose_data/118D.npy,118,Please take a seat for me to check your blood pressure.,General hospital interactions
119A.mp4,features/pose_data/119A.npy,119,It's an emergency,General hospital interactions
119C.mp4,features/pose_data/119C.npy,119,It's an emergency,General hospital interactions
120D.mp4,features/pose_data/120D.npy,120,Where should I go for my injection,General hospital interactions
120C.mp4,features/pose_data/120C.npy,120,Where should I go for my injection,General hospital interactions
120A.mp4,features/pose_data/120A.npy,120,Where should I go for my injection,General hospital interactions
121D.mp4,features/pose_data/121D.npy,121,Is there a patient massage therapy service?,General hospital interactions
121A.mp4,features/pose_data/121A.npy,121,Is there a patient massage therapy service?,General hospital interactions
121C.mp4,features/pose_data/121C.npy,121,Is there a patient massage therapy service?,General hospital interactions
122A.mp4,features/pose_data/122A.npy,122,Please sanitize your hands before entering.,General hospital interactions
122C.mp4,features/pose_data/122C.npy,122,Please sanitize your hands before entering.,General hospital interactions
122D.mp4,features/pose_data/122D.npy,122,Please sanitize your hands before entering.,General hospital interactions
123D.mp4,features/pose_data/123D.npy,123,Can I see your NHIS card?,General hospital interactions
123C.mp4,features/pose_data/123C.npy,123,Can I see your NHIS card?,General hospital interactions
123A.mp4,features/pose_data/123A.npy,123,Can I see your NHIS card?,General hospital interactions
124C.mp4,features/pose_data/124C.npy,124,Do you have a Ghana card?,General hospital interactions
124D.mp4,features/pose_data/124D.npy,124,Do you have a Ghana card?,General hospital interactions
124A.mp4,features/pose_data/124A.npy,124,Do you have a Ghana card?,General hospital interactions
125C.mp4,features/pose_data/125C.npy,125,Have you been here before?,General hospital interactions
125A.mp4,features/pose_data/125A.npy,125,Have you been here before?,General hospital interactions
125D.mp4,features/pose_data/125D.npy,125,Have you been here before?,General hospital interactions
126D.mp4,features/pose_data/126D.npy,126,Is this your first time?,General hospital interactions
126C.mp4,features/pose_data/126C.npy,126,Is this your first time?,General hospital interactions
126A.mp4,features/pose_data/126A.npy,126,Is this your first time?,General hospital interactions
127C.mp4,features/pose_data/127C.npy,127,I’m here for a blood test.,General hospital interactions
127A.mp4,features/pose_data/127A.npy,127,I’m here for a blood test.,General hospital interactions
127D.mp4,features/pose_data/127D.npy,127,I’m here for a blood test.,General hospital interactions
128A.mp4,features/pose_data/128A.npy,128,What foods should I avoid?,General hospital interactions
128D.mp4,features/pose_data/128D.npy,128,What foods should I avoid?,General hospital interactions
128C.mp4,features/pose_data/128C.npy,128,What foods should I avoid?,General hospital interactions
129D.mp4,features/pose_data/129D.npy,129,I think I broke my arm.,General hospital interactions
129C.mp4,features/pose_data/129C.npy,129,I think I broke my arm.,General hospital interactions
129A.mp4,features/pose_data/129A.npy,129,I think I broke my arm.,General hospital interactions
130D.mp4,features/pose_data/130D.npy,130,I was in a car accident.,General hospital interactions
130C.mp4,features/pose_data/130C.npy,130,I was in a car accident.,General hospital interactions
130A.mp4,features/pose_data/130A.npy,130,I was in a car accident.,General hospital interactions
